Domain Code,Domain,Area Code (FAO),Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","21","Brazil","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","117.7379","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","21","Brazil","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","118.6562","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","21","Brazil","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","120.2819","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","21","Brazil","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","121.0397","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","21","Brazil","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","120.3619","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","21","Brazil","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","120.0618","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","21","Brazil","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","120.0738","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","21","Brazil","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","119.673527","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","21","Brazil","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","119.15546","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","21","Brazil","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","119.220218","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","21","Brazil","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","120.062077","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","21","Brazil","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","124.141857","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","239","British Virgin Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","100.3054","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","239","British Virgin Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","100.396317","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","239","British Virgin Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","100.487234","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","239","British Virgin Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","100.578152","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","239","British Virgin Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","100.669069","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","239","British Virgin Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","100.759987","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","239","British Virgin Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","100.850904","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","239","British Virgin Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","100.941822","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","239","British Virgin Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","101.032739","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","239","British Virgin Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","101.123657","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","239","British Virgin Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","101.214574","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","239","British Virgin Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","101.305492","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","26","Brunei Darussalam","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","101.374915","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","26","Brunei Darussalam","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","101.497299","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","26","Brunei Darussalam","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","101.603726","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","26","Brunei Darussalam","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","100.867479","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","26","Brunei Darussalam","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","100.419125","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","26","Brunei Darussalam","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","100.67463","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","26","Brunei Darussalam","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","100.861793","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","26","Brunei Darussalam","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","100.622007","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","26","Brunei Darussalam","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","100.919705","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","26","Brunei Darussalam","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","100.792796","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","26","Brunei Darussalam","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","100.841807","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","26","Brunei Darussalam","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","100.926443","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","27","Bulgaria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","108.793717","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","27","Bulgaria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","110.599199","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","27","Bulgaria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","110.802152","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","27","Bulgaria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","111.984094","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","27","Bulgaria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","112.270736","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","27","Bulgaria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","110.305686","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","27","Bulgaria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","110.585406","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","27","Bulgaria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","111.025052","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","27","Bulgaria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","111.721634","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","27","Bulgaria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","112.295211","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","27","Bulgaria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","113.550181","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","27","Bulgaria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","114.476757","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","233","Burkina Faso","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","99.71256","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","233","Burkina Faso","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","99.028995","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","233","Burkina Faso","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","99.702795","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","233","Burkina Faso","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","100.435185","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","233","Burkina Faso","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","101.665602","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","233","Burkina Faso","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","100.942976","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","233","Burkina Faso","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","101.841376","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","233","Burkina Faso","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","98.892282","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","233","Burkina Faso","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","98.140361","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","233","Burkina Faso","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","98.433317","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","233","Burkina Faso","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","97.603274","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","233","Burkina Faso","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","98.208717","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","29","Burundi","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","113.133336","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","29","Burundi","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","111.062494","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","29","Burundi","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","112.806361","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","29","Burundi","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","115.422161","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","29","Burundi","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","117.057035","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","29","Burundi","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","111.280478","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","29","Burundi","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","112.152411","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","29","Burundi","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","113.351319","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","29","Burundi","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","115.204177","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","29","Burundi","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","115.749136","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","29","Burundi","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","117.493002","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","29","Burundi","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","120.871743","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","35","Cabo Verde","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","100.144229","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","35","Cabo Verde","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","99.337338","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","35","Cabo Verde","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","99.118182","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","35","Cabo Verde","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","98.968757","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","35","Cabo Verde","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","100.353423","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","35","Cabo Verde","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","101.409356","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","35","Cabo Verde","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","101.708205","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","35","Cabo Verde","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","101.489049","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","35","Cabo Verde","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","101.090584","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","35","Cabo Verde","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","101.98713","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","35","Cabo Verde","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","102.036938","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","35","Cabo Verde","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","104.367955","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","115","Cambodia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","112.40699","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","115","Cambodia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","113.148507","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","115","Cambodia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","113.019111","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","115","Cambodia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","113.721018","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","115","Cambodia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","114.076461","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","115","Cambodia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","113.365047","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","115","Cambodia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","114.081214","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","115","Cambodia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","115.234686","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","115","Cambodia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","115.114796","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","115","Cambodia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","114.834879","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","115","Cambodia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","115.051947","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","115","Cambodia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","116.106655","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","32","Cameroon","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","102.967617","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","32","Cameroon","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","103.969956","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","32","Cameroon","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","104.425565","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","32","Cameroon","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","104.881174","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","32","Cameroon","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","104.790053","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","32","Cameroon","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","105.15454","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","32","Cameroon","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","105.70127","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","32","Cameroon","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","105.70127","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","32","Cameroon","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","106.065758","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","32","Cameroon","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","106.339123","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","32","Cameroon","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","106.612488","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","32","Cameroon","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","106.976975","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","33","Canada","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","103.4764","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","33","Canada","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","104.1846","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","33","Canada","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","104.1138","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","33","Canada","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","103.4764","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","33","Canada","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","104.1846","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","33","Canada","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","105.0345","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","33","Canada","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","105.7428","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","33","Canada","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","105.1054","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","33","Canada","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","104.2554","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","33","Canada","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","103.7597","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","33","Canada","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","104.9637","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","33","Canada","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","105.8136","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","36","Cayman Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","106.229646","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","36","Cayman Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","106.316012","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","36","Cayman Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","106.402377","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","36","Cayman Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","106.517532","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","36","Cayman Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","106.632686","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","36","Cayman Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","106.74784","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","36","Cayman Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","107.237245","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","36","Cayman Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","107.72665","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","36","Cayman Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","108.216054","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","36","Cayman Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","108.647882","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","36","Cayman Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","109.07971","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","36","Cayman Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","109.511538","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","39","Chad","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","83.620397","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","39","Chad","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","83.449598","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","39","Chad","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","82.774349","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","39","Chad","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","83.099573","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","39","Chad","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","86.704207","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","39","Chad","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","90.377179","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","39","Chad","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","87.827531","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","39","Chad","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","86.603269","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","39","Chad","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","87.599773","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","39","Chad","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","85.826049","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","39","Chad","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","85.826049","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","39","Chad","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","86.594928","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","40","Chile","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","109.8921","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","40","Chile","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","109.6188","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","40","Chile","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","110.5263","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","40","Chile","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","111.0512","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","40","Chile","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","111.0402","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","40","Chile","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","111.5651","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","40","Chile","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","111.8166","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","40","Chile","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","112.5711","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","40","Chile","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","112.5383","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","40","Chile","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","113.4677","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","40","Chile","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","114.9329","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","40","Chile","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","114.3097","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","96","China, Hong Kong SAR","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","111.439167","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","96","China, Hong Kong SAR","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","115.927511","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","96","China, Hong Kong SAR","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","114.260412","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","96","China, Hong Kong SAR","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","113.61922","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","96","China, Hong Kong SAR","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","115.671034","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","96","China, Hong Kong SAR","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","121.826477","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","96","China, Hong Kong SAR","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","122.980623","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","96","China, Hong Kong SAR","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","124.134769","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","96","China, Hong Kong SAR","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","124.647722","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","96","China, Hong Kong SAR","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","124.519484","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","96","China, Hong Kong SAR","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","124.519484","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","96","China, Hong Kong SAR","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","125.288914","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","128","China, Macao SAR","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","109.106994","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","128","China, Macao SAR","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","109.72544","X","International reliable sources","base year is 2015"
