Domain Code,Domain,Area Code (FAO),Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","6","Andorra","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","106.826527","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","6","Andorra","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","106.826527","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","6","Andorra","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","107.103759","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","6","Andorra","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","107.750632","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","6","Andorra","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","107.750632","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","6","Andorra","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","107.935453","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","6","Andorra","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","108.397506","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","7","Angola","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","214.539828","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","7","Angola","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","216.893259","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","7","Angola","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","219.697893","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","7","Angola","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","222.198167","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","7","Angola","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","224.871773","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","7","Angola","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","227.453101","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","7","Angola","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","230.618699","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","7","Angola","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","233.701151","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","7","Angola","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","237.397704","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","7","Angola","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","241.957747","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","7","Angola","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","246.57258","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","7","Angola","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","252.263872","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","258","Anguilla","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","104.23685","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","258","Anguilla","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","104.388215","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","258","Anguilla","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","104.539579","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","258","Anguilla","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","104.388215","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","258","Anguilla","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","104.23685","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","258","Anguilla","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","104.085485","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","258","Anguilla","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","104.112197","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","258","Anguilla","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","104.138908","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","258","Anguilla","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","104.165619","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","258","Anguilla","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","103.898505","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","258","Anguilla","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","103.631391","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","258","Anguilla","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","103.364277","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","8","Antigua and Barbuda","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","105.818873","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","8","Antigua and Barbuda","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","105.818873","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","8","Antigua and Barbuda","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","104.168099","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","8","Antigua and Barbuda","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","105.840037","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","8","Antigua and Barbuda","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","106.30564","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","8","Antigua and Barbuda","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","107.586049","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","8","Antigua and Barbuda","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","108.125725","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","8","Antigua and Barbuda","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","108.125725","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","8","Antigua and Barbuda","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","108.443182","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","8","Antigua and Barbuda","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","107.638958","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","8","Antigua and Barbuda","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","107.617794","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","8","Antigua and Barbuda","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","107.64954","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","9","Argentina","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","224.149859","","Official data","base year is 2015"
"CP","Consumer Price Indices","9","Argentina","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","236.959857","","Official data","base year is 2015"
"CP","Consumer Price Indices","9","Argentina","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","251.081239","","Official data","base year is 2015"
"CP","Consumer Price Indices","9","Argentina","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","257.483198","","Official data","base year is 2015"
"CP","Consumer Price Indices","9","Argentina","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","263.753792","","Official data","base year is 2015"
"CP","Consumer Price Indices","9","Argentina","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","270.482375","","Official data","base year is 2015"
"CP","Consumer Price Indices","9","Argentina","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","276.593114","","Official data","base year is 2015"
"CP","Consumer Price Indices","9","Argentina","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","289.080659","","Official data","base year is 2015"
"CP","Consumer Price Indices","9","Argentina","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","305.615248","","Official data","base year is 2015"
"CP","Consumer Price Indices","9","Argentina","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","313.106869","","Official data","base year is 2015"
"CP","Consumer Price Indices","9","Argentina","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","329.76424","","Official data","base year is 2015"
"CP","Consumer Price Indices","9","Argentina","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","340.091177","","Official data","base year is 2015"
"CP","Consumer Price Indices","1","Armenia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","110.065143","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","1","Armenia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","111.915507","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","1","Armenia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","111.826216","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","1","Armenia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","110.983992","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","1","Armenia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","109.352035","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","1","Armenia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","104.453932","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","1","Armenia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","99.520536","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","1","Armenia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","98.300324","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","1","Armenia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","98.309424","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","1","Armenia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","99.302338","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","1","Armenia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","101.849191","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","1","Armenia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","104.877866","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","111.205213","","Official data","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","111.689071","","Official data","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","114.075554","","Official data","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","114.3415","","Official data","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","115.771984","","Official data","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","117.156778","","Official data","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","117.426238","","Official data","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","117.400464","","Official data","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","116.923636","","Official data","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","116.326136","","Official data","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","116.369484","","Official data","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","116.166803","","Official data","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","103.83548","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","104.283875","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","104.73227","","Official data","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","104.604157","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","104.476044","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","104.347931","","Official data","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","104.476044","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","104.604157","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","104.73227","","Official data","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","105.180665","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","105.62906","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","106.077455","","Official data","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","105.500498","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","105.500498","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","105.90049","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","105.700538","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","105.90049","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","105.700538","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","106.00051","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","105.90049","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","105.400478","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","105.90049","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","105.600518","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","106.00051","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","138.567304","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","140.051652","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","141.692031","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","142.861304","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","141.302161","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","139.64384","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","139.628276","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","138.496143","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","139.587185","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","139.867388","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","141.227294","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","142.912168","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","12","Bahamas","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","102.868074","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","12","Bahamas","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","101.468572","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","12","Bahamas","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","101.49675","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","12","Bahamas","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","102.313908","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","12","Bahamas","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","101.665817","X","International reliable sources","base year is 2015"
