Date,City,CountryCode,NumberOfFans
2018-09-30,Saint-Denis (La Reunion),RE,3775
2018-10-01,Saint-Denis (La Reunion),RE,3773
2018-10-02,Saint-Denis (La Reunion),RE,3762
2018-10-03,Saint-Denis (La Reunion),RE,3759
2018-10-04,Saint-Denis (La Reunion),RE,3762
2018-10-05,Saint-Denis (La Reunion),RE,3762
2018-10-06,Saint-Denis (La Reunion),RE,3762
2018-10-07,Saint-Denis (La Reunion),RE,3769
2018-10-08,Saint-Denis (La Reunion),RE,3774
2018-10-09,Saint-Denis (La Reunion),RE,3769
2018-10-10,Saint-Denis (La Reunion),RE,3756
2018-10-11,Saint-Denis (La Reunion),RE,3772
2018-10-12,Saint-Denis (La Reunion),RE,3773
2018-10-13,Saint-Denis (La Reunion),RE,3780
2018-10-14,Saint-Denis (La Reunion),RE,3781
2018-10-15,Saint-Denis (La Reunion),RE,3799
2018-10-16,Saint-Denis (La Reunion),RE,3827
2018-09-19,Saint-Pierre (La Reunion),RE,2281
2018-09-20,Saint-Pierre (La Reunion),RE,2277
2018-09-21,Saint-Pierre (La Reunion),RE,2281
2018-09-22,Saint-Pierre (La Reunion),RE,2282
2018-09-23,Saint-Pierre (La Reunion),RE,2285
2018-09-24,Saint-Pierre (La Reunion),RE,2287
2018-09-25,Saint-Pierre (La Reunion),RE,2285
2018-09-19,Dakar,SN,51371
2018-09-20,Dakar,SN,51405
2018-09-21,Dakar,SN,51481
2018-09-22,Dakar,SN,51535
2018-09-23,Dakar,SN,51599
2018-09-24,Dakar,SN,51669
2018-09-25,Dakar,SN,51618
2018-09-26,Dakar,SN,51608
2018-09-27,Dakar,SN,51675
2018-09-28,Dakar,SN,51688
2018-09-29,Dakar,SN,51756
2018-09-30,Dakar,SN,51722
2018-10-01,Dakar,SN,51775
2018-10-02,Dakar,SN,51815
2018-10-03,Dakar,SN,51794
2018-10-04,Dakar,SN,51863
2018-10-05,Dakar,SN,51918
2018-10-06,Dakar,SN,51969
2018-10-07,Dakar,SN,52011
2018-10-08,Dakar,SN,52086
2018-10-09,Dakar,SN,52116
2018-10-10,Dakar,SN,52157
2018-10-11,Dakar,SN,52232
2018-10-12,Dakar,SN,52308
2018-10-13,Dakar,SN,52398
2018-10-14,Dakar,SN,52506
2018-10-15,Dakar,SN,52787
2018-10-16,Dakar,SN,52985
2018-09-19,Thies,SN,3832
2018-09-20,Thies,SN,3836
2018-09-21,Thies,SN,3856
2018-09-22,Thies,SN,3850
2018-09-23,Thies,SN,3854
2018-09-24,Thies,SN,3860
2018-09-25,Thies,SN,3872
2018-09-26,Thies,SN,3869
2018-09-27,Thies,SN,3872
2018-09-28,Thies,SN,3879
2018-09-29,Thies,SN,3889
2018-09-30,Thies,SN,3900
2018-10-01,Thies,SN,3902
2018-10-02,Thies,SN,3917
2018-10-03,Thies,SN,3919
2018-10-04,Thies,SN,3920
2018-10-05,Thies,SN,3924
2018-10-06,Thies,SN,3929
2018-10-07,Thies,SN,3937
2018-10-08,Thies,SN,3944
2018-10-09,Thies,SN,3939
2018-10-10,Thies,SN,3952
2018-10-11,Thies,SN,3965
2018-10-12,Thies,SN,3969
2018-10-13,Thies,SN,3980
2018-10-14,Thies,SN,3983
2018-10-15,Thies,SN,3977
2018-10-16,Thies,SN,3971
2018-09-26,Saint-Louis,SN,2289
2018-09-27,Saint-Louis,SN,2294
2018-09-28,Saint-Louis,SN,2308
2018-09-29,Saint-Louis,SN,2309
2018-09-30,Saint-Louis,SN,2306
2018-10-01,Saint-Louis,SN,2306
2018-10-02,Saint-Louis,SN,2314
2018-10-03,Saint-Louis,SN,2340
2018-10-04,Saint-Louis,SN,2341
2018-10-05,Saint-Louis,SN,2342
2018-10-06,Saint-Louis,SN,2344
2018-10-07,Saint-Louis,SN,2348
2018-10-08,Saint-Louis,SN,2353
2018-10-09,Saint-Louis,SN,2369
2018-10-10,Saint-Louis,SN,2373
2018-10-11,Saint-Louis,SN,2383
2018-10-12,Saint-Louis,SN,2387
2018-10-13,Saint-Louis,SN,2391
2018-10-14,Saint-Louis,SN,2422
2018-10-15,Saint-Louis,SN,2405
2018-10-16,Saint-Louis,SN,2393
2018-09-19,N'Djamena,TD,2865
2018-09-20,N'Djamena,TD,2871
2018-09-21,N'Djamena,TD,2873
2018-09-22,N'Djamena,TD,2873
2018-09-23,N'Djamena,TD,2877
2018-09-24,N'Djamena,TD,2879
2018-09-25,N'Djamena,TD,2872
2018-09-26,N'Djamena,TD,2876
2018-09-27,N'Djamena,TD,2877
2018-09-28,N'Djamena,TD,2879
2018-09-29,N'Djamena,TD,2880
2018-09-30,N'Djamena,TD,2888
2018-10-01,N'Djamena,TD,2891
2018-10-02,N'Djamena,TD,2898
2018-10-03,N'Djamena,TD,2897
2018-10-04,N'Djamena,TD,2901
2018-10-05,N'Djamena,TD,2904
2018-10-06,N'Djamena,TD,2906
2018-10-07,N'Djamena,TD,2909
2018-10-08,N'Djamena,TD,2910
2018-10-09,N'Djamena,TD,2910
2018-10-10,N'Djamena,TD,2912
2018-10-11,N'Djamena,TD,2913
2018-10-12,N'Djamena,TD,2921
2018-10-13,N'Djamena,TD,2927
2018-10-14,N'Djamena,TD,2933
2018-10-15,N'Djamena,TD,2950
2018-10-16,N'Djamena,TD,2959
2018-09-19,Lome,TG,8912
2018-09-20,Lome,TG,8930
2018-09-21,Lome,TG,8946
2018-09-22,Lome,TG,8948
2018-09-23,Lome,TG,8954
2018-09-24,Lome,TG,8967
2018-09-25,Lome,TG,8956
2018-09-26,Lome,TG,8947
2018-09-27,Lome,TG,8954
2018-09-28,Lome,TG,8934
2018-09-29,Lome,TG,8941
2018-09-30,Lome,TG,8929
2018-10-01,Lome,TG,8941
2018-10-02,Lome,TG,8927
2018-10-03,Lome,TG,8904
2018-10-04,Lome,TG,8915
2018-10-05,Lome,TG,8924
2018-10-06,Lome,TG,8936
2018-10-07,Lome,TG,8950
2018-10-08,Lome,TG,8967
2018-10-09,Lome,TG,8958
2018-10-10,Lome,TG,8963
2018-10-11,Lome,TG,8986
2018-10-12,Lome,TG,8995
2018-10-13,Lome,TG,9004
2018-10-14,Lome,TG,9020
2018-10-15,Lome,TG,9062
2018-10-16,Lome,TG,9089
2018-09-19,Tunis,TN,6586
2018-09-20,Tunis,TN,6612
2018-09-21,Tunis,TN,6600
2018-09-22,Tunis,TN,6625
2018-09-23,Tunis,TN,6631
2018-09-24,Tunis,TN,6642
2018-09-25,Tunis,TN,6660
2018-09-26,Tunis,TN,6640
2018-09-27,Tunis,TN,6644
2018-09-28,Tunis,TN,6660
2018-09-29,Tunis,TN,6673
2018-09-30,Tunis,TN,6701
2018-10-01,Tunis,TN,6701
2018-10-02,Tunis,TN,6711
2018-10-03,Tunis,TN,6720
2018-10-04,Tunis,TN,6727
2018-10-05,Tunis,TN,6733
2018-10-06,Tunis,TN,6746
2018-10-07,Tunis,TN,6771
2018-10-08,Tunis,TN,6791
2018-10-09,Tunis,TN,6834
2018-10-10,Tunis,TN,6853
2018-10-11,Tunis,TN,6893
2018-10-12,Tunis,TN,6891
2018-10-13,Tunis,TN,6900
2018-10-14,Tunis,TN,6902
2018-10-15,Tunis,TN,6918
2018-10-16,Tunis,TN,6918
