Date,City,CountryCode,NumberOfFans
10/4/2018,Pointe-Noire,CD,6435
10/4/2018,Port-Louis,MU,7407
10/4/2018,Port-au-Prince,HT,11331
10/4/2018,Brussels,BE,2637
10/4/2018,Saint-Denis (La Reunion),RE,3762
10/4/2018,Saint-Louis,SN,2341
10/4/2018,Tananarive,MG,7516
10/4/2018,Thies,SN,3920
10/4/2018,Tizi Ouzou,DZ,2535
10/4/2018,Tunis,TN,6727
10/4/2018,Yaounde,CM,21086
10/5/2018,Abidjan,CI,83908
10/5/2018,Alger,DZ,10527
10/5/2018,Antananarivo,MG,38354
10/5/2018,Bamako,ML,31129
10/5/2018,Bangui,CF,4419
10/5/2018,Bobo-Dioulasso,BF,4963
10/5/2018,Bouake ,CI,3526
10/5/2018,Brazzaville,CD,10392
10/5/2018,Bujumbura,BI,2587
10/5/2018,Bejaia,DZ,2331
10/5/2018,Casablanca,MA,3963
10/5/2018,Cocody,CI,4018
10/5/2018,Conakry,GN,30521
10/5/2018,Cotonou,BJ,9440
10/5/2018,Dakar,SN,51918
10/5/2018,Djibouti (ville),DJ,3173
10/5/2018,Douala,CM,45300
10/5/2018,Fianarantsoa,MG,2374
10/5/2018,Jaunde,CM,12239
10/5/2018,Kinshasa,CD,32476
10/5/2018,Libreville,GA,19294
10/5/2018,Lome,TG,8924
10/5/2018,Luanda,AO,4654
10/5/2018,Lubumbashi,CD,5628
10/5/2018,Montreal,CA,2903
10/5/2018,Moroni,KM,3072
10/5/2018,N'Djamena,TD,2904
10/5/2018,Ngaoundere,CM,2337
10/5/2018,Niamey,NE,7860
10/5/2018,Nouakchott,MR,3389
10/5/2018,Noumea,NC,2980
10/5/2018,Oran,DZ,2917
10/5/2018,Ouagadougou,BF,30400
10/5/2018,Paris,FR,16985
10/5/2018,Pointe-Noire,CD,6447
10/5/2018,Port-Louis,MU,7417
10/5/2018,Port-au-Prince,HT,11363
10/5/2018,Brussels,BE,2638
10/5/2018,Saint-Denis (La Reunion),RE,3762
10/5/2018,Saint-Louis,SN,2342
10/5/2018,Tananarive,MG,7522
10/5/2018,Thies,SN,3924
10/5/2018,Tizi Ouzou,DZ,2537
10/5/2018,Tunis,TN,6733
10/5/2018,Yaounde,CM,21107
10/6/2018,Abidjan,CI,84022
10/6/2018,Alger,DZ,10534
10/6/2018,Antananarivo,MG,38380
10/6/2018,Bamako,ML,31171
10/6/2018,Bangui,CF,4422
10/6/2018,Bobo-Dioulasso,BF,4971
10/6/2018,Bouake ,CI,3537
10/6/2018,Brazzaville,CD,10415
10/6/2018,Bujumbura,BI,2594
10/6/2018,Bejaia,DZ,2335
10/6/2018,Casablanca,MA,3967
10/6/2018,Cocody,CI,4021
10/6/2018,Conakry,GN,30574
10/6/2018,Cotonou,BJ,9458
10/6/2018,Dakar,SN,51969
10/6/2018,Djibouti (ville),DJ,3177
10/6/2018,Douala,CM,45357
10/6/2018,Fianarantsoa,MG,2380
10/6/2018,Jaunde,CM,12261
10/6/2018,Kinshasa,CD,32552
10/6/2018,Libreville,GA,19320
10/6/2018,Lome,TG,8936
10/6/2018,Luanda,AO,4662
10/6/2018,Lubumbashi,CD,5638
10/6/2018,Montreal,CA,2903
10/6/2018,Moroni,KM,3080
10/6/2018,N'Djamena,TD,2906
10/6/2018,Ngaoundere,CM,2340
10/6/2018,Niamey,NE,7874
10/6/2018,Nouakchott,MR,3397
10/6/2018,Noumea,NC,2981
10/6/2018,Oran,DZ,2920
10/6/2018,Ouagadougou,BF,30460
10/6/2018,Paris,FR,17010
10/6/2018,Pointe-Noire,CD,6462
10/6/2018,Port-Louis,MU,7435
10/6/2018,Port-au-Prince,HT,11387
10/6/2018,Brussels,BE,2639
10/6/2018,Saint-Denis (La Reunion),RE,3762
10/6/2018,Saint-Louis,SN,2344
10/6/2018,Tananarive,MG,7525
10/6/2018,Thies,SN,3929
10/6/2018,Tizi Ouzou,DZ,2543
10/6/2018,Tunis,TN,6746
10/6/2018,Yaounde,CM,21131
10/7/2018,Abidjan,CI,84003
10/7/2018,Alger,DZ,10396
10/7/2018,Antananarivo,MG,38396
10/7/2018,Bamako,ML,31203
10/7/2018,Bangui,CF,4425
10/7/2018,Bobo-Dioulasso,BF,4991
10/7/2018,Bouake ,CI,3566
10/7/2018,Brazzaville,CD,10428
10/7/2018,Bujumbura,BI,2596
10/7/2018,Bejaia,DZ,2329
10/7/2018,Casablanca,MA,3972
10/7/2018,Cocody,CI,4078
10/7/2018,Conakry,GN,30614
10/7/2018,Cotonou,BJ,9473
10/7/2018,Dakar,SN,52011
10/7/2018,Djibouti (ville),DJ,3187
10/7/2018,Douala,CM,45443
10/7/2018,Fianarantsoa,MG,2387
10/7/2018,Jaunde,CM,12287
10/7/2018,Kinshasa,CD,32644
10/7/2018,Libreville,GA,19347
10/7/2018,Lome,TG,8950
10/7/2018,Luanda,AO,4673
10/7/2018,Lubumbashi,CD,5652
10/7/2018,Montreal,CA,2903
10/7/2018,Moroni,KM,3086
10/7/2018,N'Djamena,TD,2909
10/7/2018,Ngaoundere,CM,2344
10/7/2018,Niamey,NE,7878
10/7/2018,Nouakchott,MR,3392
10/7/2018,Noumea,NC,2982
10/7/2018,Oran,DZ,3059
10/7/2018,Ouagadougou,BF,30394
10/7/2018,Paris,FR,17105
10/7/2018,Pointe-Noire,CD,6474
10/7/2018,Port-Louis,MU,7424
10/7/2018,Port-au-Prince,HT,11402
10/7/2018,Brussels,BE,2630
10/7/2018,Saint-Denis (La Reunion),RE,3769
10/7/2018,Saint-Louis,SN,2348
10/7/2018,Tananarive,MG,7552
10/7/2018,Thies,SN,3937
10/7/2018,Tizi Ouzou,DZ,2532
10/7/2018,Tunis,TN,6771
10/7/2018,Yaounde,CM,21150
10/8/2018,Abidjan,CI,84161
10/8/2018,Alger,DZ,10405
10/8/2018,Antananarivo,MG,38481
10/8/2018,Bamako,ML,31262
10/8/2018,Bangui,CF,4433
10/8/2018,Bobo-Dioulasso,BF,5004
10/8/2018,Bouake ,CI,3573
10/8/2018,Brazzaville,CD,10452
10/8/2018,Bujumbura,BI,2601
10/8/2018,Bejaia,DZ,2331
10/8/2018,Casablanca,MA,3975
10/8/2018,Cocody,CI,4083
10/8/2018,Conakry,GN,30681
10/8/2018,Cotonou,BJ,9502
10/8/2018,Dakar,SN,52086
10/8/2018,Djibouti (ville),DJ,3200
10/8/2018,Douala,CM,45541
10/8/2018,Fianarantsoa,MG,2388
10/8/2018,Jaunde,CM,12309
10/8/2018,Kinshasa,CD,32737
10/8/2018,Libreville,GA,19387
10/8/2018,Lome,TG,8967
10/8/2018,Luanda,AO,4687
10/8/2018,Lubumbashi,CD,5670
10/8/2018,Montreal,CA,2907
10/8/2018,Moroni,KM,3099
10/8/2018,N'Djamena,TD,2910
10/8/2018,Ngaoundere,CM,2351
10/8/2018,Niamey,NE,7892
10/8/2018,Nouakchott,MR,3396
10/8/2018,Noumea,NC,2985
10/8/2018,Oran,DZ,3063
10/8/2018,Ouagadougou,BF,30445
10/8/2018,Paris,FR,17127
10/8/2018,Pointe-Noire,CD,6483
10/8/2018,Port-Louis,MU,7435
10/8/2018,Port-au-Prince,HT,11428
10/8/2018,Brussels,BE,2632
10/8/2018,Saint-Denis (La Reunion),RE,3774
10/8/2018,Saint-Louis,SN,2353
10/8/2018,Tananarive,MG,7561
10/8/2018,Thies,SN,3944
10/8/2018,Tizi Ouzou,DZ,2531
10/8/2018,Tunis,TN,6791
10/8/2018,Yaounde,CM,21171
10/9/2018,Abidjan,CI,84061
10/9/2018,Alger,DZ,10426
10/9/2018,Antananarivo,MG,38522
10/9/2018,Bamako,ML,31248
10/9/2018,Bangui,CF,4448
10/9/2018,Bobo-Dioulasso,BF,5028
10/9/2018,Bouake ,CI,3605
10/9/2018,Brazzaville,CD,10444
10/9/2018,Bujumbura,BI,2602
10/9/2018,Bejaia,DZ,2351
10/9/2018,Casablanca,MA,3989
10/9/2018,Cocody,CI,4199
10/9/2018,Conakry,GN,30733
10/9/2018,Cotonou,BJ,9517
10/9/2018,Dakar,SN,52116
10/9/2018,Djibouti (ville),DJ,3212
10/9/2018,Douala,CM,46015
10/9/2018,Fianarantsoa,MG,2389
10/9/2018,Jaunde,CM,11671
10/9/2018,Kinshasa,CD,32813
10/9/2018,Libreville,GA,19429
10/9/2018,Lome,TG,8958
10/9/2018,Luanda,AO,4705
10/9/2018,Lubumbashi,CD,5681
10/9/2018,Montreal,CA,2919
10/9/2018,Moroni,KM,3101
10/9/2018,N'Djamena,TD,2910
10/9/2018,Ngaoundere,CM,2384
10/9/2018,Niamey,NE,7904
10/9/2018,Nouakchott,MR,3402
10/9/2018,Noumea,NC,2985
10/9/2018,Oran,DZ,3074
10/9/2018,Ouagadougou,BF,30422
10/9/2018,Paris,FR,17270
10/9/2018,Pointe-Noire,CD,6503
10/9/2018,Port-Louis,MU,7426
10/9/2018,Port-au-Prince,HT,11443
10/9/2018,Brussels,BE,2657
10/9/2018,Saint-Denis (La Reunion),RE,3769
10/9/2018,Saint-Louis,SN,2369
10/9/2018,Tananarive,MG,7619
10/9/2018,Thies,SN,3939
10/9/2018,Tizi Ouzou,DZ,2570
10/9/2018,Tunis,TN,6834
10/9/2018,Yaounde,CM,21343
10/10/2018,Abidjan,CI,84028
10/10/2018,Alger,DZ,10440
10/10/2018,Antananarivo,MG,38552
10/10/2018,Bamako,ML,31300
10/10/2018,Bangui,CF,4448
10/10/2018,Bobo-Dioulasso,BF,5074
10/10/2018,Bouake ,CI,3637
10/10/2018,Brazzaville,CD,10453
10/10/2018,Bujumbura,BI,2599
10/10/2018,Bejaia,DZ,2357
10/10/2018,Casablanca,MA,4010
10/10/2018,Cocody,CI,4261
10/10/2018,Conakry,GN,30763
10/10/2018,Cotonou,BJ,9551
10/10/2018,Dakar,SN,52157
10/10/2018,Djibouti (ville),DJ,3221
10/10/2018,Douala,CM,46023
10/10/2018,Fianarantsoa,MG,2389
10/10/2018,Jaunde,CM,11756
10/10/2018,Kinshasa,CD,32866
10/10/2018,Libreville,GA,19460
10/10/2018,Lome,TG,8963
10/10/2018,Luanda,AO,4723
10/10/2018,Lubumbashi,CD,5695
10/10/2018,Montreal,CA,2913
10/10/2018,Moroni,KM,3109
10/10/2018,N'Djamena,TD,2912
10/10/2018,Ngaoundere,CM,2385
10/10/2018,Niamey,NE,7904
10/10/2018,Nouakchott,MR,3392
10/10/2018,Noumea,NC,2998
10/10/2018,Oran,DZ,3075
10/10/2018,Ouagadougou,BF,30384
10/10/2018,Paris,FR,17402
10/10/2018,Pointe-Noire,CD,6505
10/10/2018,Port-Louis,MU,7429
10/10/2018,Port-au-Prince,HT,11497
10/10/2018,Brussels,BE,2661
10/10/2018,Saint-Denis (La Reunion),RE,3756
10/10/2018,Saint-Louis,SN,2373
10/10/2018,Tananarive,MG,7659
10/10/2018,Thies,SN,3952
10/10/2018,Tizi Ouzou,DZ,2568
10/10/2018,Tunis,TN,6853
10/10/2018,Yaounde,CM,21347
10/11/2018,Abidjan,CI,83974
10/11/2018,Alger,DZ,10577
10/11/2018,Antananarivo,MG,38632
10/11/2018,Bamako,ML,31358
10/11/2018,Bangui,CF,4449
10/11/2018,Bobo-Dioulasso,BF,5088
10/11/2018,Bouake ,CI,3675
10/11/2018,Brazzaville,CD,10462
10/11/2018,Bujumbura,BI,2603
10/11/2018,Bejaia,DZ,2369
10/11/2018,Casablanca,MA,4022
10/11/2018,Cocody,CI,4300
10/11/2018,Conakry,GN,30838
10/11/2018,Cotonou,BJ,9561
10/11/2018,Dakar,SN,52232
10/11/2018,Djibouti (ville),DJ,3233
10/11/2018,Douala,CM,46041
10/11/2018,Fianarantsoa,MG,2396
10/11/2018,Jaunde,CM,11867
10/11/2018,Kinshasa,CD,32962
10/11/2018,Libreville,GA,19501
10/11/2018,Lome,TG,8986
10/11/2018,Luanda,AO,4736
10/11/2018,Lubumbashi,CD,5718
10/11/2018,Montreal,CA,2914
10/11/2018,Moroni,KM,3117
10/11/2018,N'Djamena,TD,2913
10/11/2018,Ngaoundere,CM,2387
10/11/2018,Niamey,NE,7910
10/11/2018,Nouakchott,MR,3400
10/11/2018,Noumea,NC,2995
10/11/2018,Oran,DZ,2959
10/11/2018,Ouagadougou,BF,30458
10/11/2018,Paris,FR,17515
10/11/2018,Pointe-Noire,CD,6515
10/11/2018,Port-Louis,MU,7451
10/11/2018,Port-au-Prince,HT,11457
10/11/2018,Brussels,BE,2678
10/11/2018,Saint-Denis (La Reunion),RE,3772
10/11/2018,Saint-Louis,SN,2383
10/11/2018,Tananarive,MG,7679
10/11/2018,Thies,SN,3965
10/11/2018,Tizi Ouzou,DZ,2603
10/11/2018,Tunis,TN,6893
10/11/2018,Yaounde,CM,21273
10/12/2018,Abidjan,CI,84030
10/12/2018,Alger,DZ,10593
10/12/2018,Antananarivo,MG,38683
10/12/2018,Bamako,ML,31416
10/12/2018,Bangui,CF,4460
10/12/2018,Bobo-Dioulasso,BF,5100
10/12/2018,Bouake ,CI,3687
10/12/2018,Brazzaville,CD,10482
10/12/2018,Bujumbura,BI,2610
10/12/2018,Bejaia,DZ,2370
10/12/2018,Casablanca,MA,4041
10/12/2018,Cocody,CI,4349
10/12/2018,Conakry,GN,30904
10/12/2018,Cotonou,BJ,9578
10/12/2018,Dakar,SN,52308
10/12/2018,Djibouti (ville),DJ,3239
10/12/2018,Douala,CM,46136
10/12/2018,Fianarantsoa,MG,2399
10/12/2018,Jaunde,CM,11944
10/12/2018,Kinshasa,CD,33066
10/12/2018,Libreville,GA,19538
10/12/2018,Lome,TG,8995
10/12/2018,Luanda,AO,4762
10/12/2018,Lubumbashi,CD,5740
10/12/2018,Montreal,CA,2918
10/12/2018,Moroni,KM,3131
10/12/2018,N'Djamena,TD,2921
10/12/2018,Ngaoundere,CM,2390
10/12/2018,Niamey,NE,7930
10/12/2018,Nouakchott,MR,3397
10/12/2018,Noumea,NC,3002
10/12/2018,Oran,DZ,2968
10/12/2018,Ouagadougou,BF,30499
10/12/2018,Paris,FR,17590
10/12/2018,Pointe-Noire,CD,6537
10/12/2018,Port-Louis,MU,7471
10/12/2018,Port-au-Prince,HT,11473
10/12/2018,Brussels,BE,2677
10/12/2018,Saint-Denis (La Reunion),RE,3773
10/12/2018,Saint-Louis,SN,2387
10/12/2018,Tananarive,MG,7704
10/12/2018,Thies,SN,3969
10/12/2018,Tizi Ouzou,DZ,2596
10/12/2018,Tunis,TN,6891
10/12/2018,Yaounde,CM,21288
10/13/2018,Abidjan,CI,84208
10/13/2018,Alger,DZ,10608
10/13/2018,Antananarivo,MG,38744
10/13/2018,Bamako,ML,31470
10/13/2018,Bangui,CF,4474
10/13/2018,Bobo-Dioulasso,BF,5112
10/13/2018,Bouake ,CI,3700
10/13/2018,Brazzaville,CD,10507
10/13/2018,Bujumbura,BI,2615
10/13/2018,Bejaia,DZ,2379
10/13/2018,Casablanca,MA,4049
10/13/2018,Cocody,CI,4354
10/13/2018,Conakry,GN,30985
10/13/2018,Cotonou,BJ,9592
10/13/2018,Dakar,SN,52398
10/13/2018,Djibouti (ville),DJ,3246
10/13/2018,Douala,CM,46226
10/13/2018,Fianarantsoa,MG,2408
10/13/2018,Jaunde,CM,11968
10/13/2018,Kinshasa,CD,33164
10/13/2018,Libreville,GA,19585
10/13/2018,Lome,TG,9004
10/13/2018,Luanda,AO,4767
10/13/2018,Lubumbashi,CD,5758
10/13/2018,Montreal,CA,2925
10/13/2018,Moroni,KM,3133
10/13/2018,N'Djamena,TD,2927
10/13/2018,Ngaoundere,CM,2402
10/13/2018,Niamey,NE,7945
10/13/2018,Nouakchott,MR,3405
10/13/2018,Noumea,NC,3007
10/13/2018,Oran,DZ,2970
10/13/2018,Ouagadougou,BF,30562
10/13/2018,Paris,FR,17615
10/13/2018,Pointe-Noire,CD,6547
10/13/2018,Port-Louis,MU,7483
10/13/2018,Port-au-Prince,HT,11501
10/13/2018,Brussels,BE,2678
10/13/2018,Saint-Denis (La Reunion),RE,3780
10/13/2018,Saint-Louis,SN,2391
10/13/2018,Tananarive,MG,7712
10/13/2018,Thies,SN,3980
10/13/2018,Tizi Ouzou,DZ,2602
10/13/2018,Tunis,TN,6900
10/13/2018,Yaounde,CM,21335
10/14/2018,Abidjan,CI,84402
10/14/2018,Alger,DZ,10631
10/14/2018,Antananarivo,MG,38827
10/14/2018,Bamako,ML,31563
10/14/2018,Bangui,CF,4480
10/14/2018,Bobo-Dioulasso,BF,5111
10/14/2018,Bouake ,CI,3629
10/14/2018,Brazzaville,CD,10515
10/14/2018,Bujumbura,BI,2623
10/14/2018,Bejaia,DZ,2400
10/14/2018,Casablanca,MA,4110
10/14/2018,Cocody,CI,4460
10/14/2018,Conakry,GN,31081
10/14/2018,Cotonou,BJ,9625
10/14/2018,Dakar,SN,52506
10/14/2018,Djibouti (ville),DJ,3264
10/14/2018,Douala,CM,46314
10/14/2018,Fianarantsoa,MG,2415
10/14/2018,Jaunde,CM,12119
10/14/2018,Kinshasa,CD,33288
10/14/2018,Libreville,GA,19636
10/14/2018,Lome,TG,9020
10/14/2018,Luanda,AO,4784
10/14/2018,Lubumbashi,CD,5776
10/14/2018,Montreal,CA,2932
10/14/2018,Moroni,KM,3164
10/14/2018,N'Djamena,TD,2933
10/14/2018,Ngaoundere,CM,2400
10/14/2018,Niamey,NE,7966
10/14/2018,Nouakchott,MR,3417
10/14/2018,Noumea,NC,3000
10/14/2018,Oran,DZ,2995
10/14/2018,Ouagadougou,BF,30639
10/14/2018,Paris,FR,17767
10/14/2018,Pointe-Noire,CD,6564
10/14/2018,Port-Louis,MU,7458
10/14/2018,Port-au-Prince,HT,11487
10/14/2018,Brussels,BE,2684
10/14/2018,Saint-Denis (La Reunion),RE,3781
10/14/2018,Saint-Louis,SN,2422
10/14/2018,Tananarive,MG,7740
10/14/2018,Thies,SN,3983
10/14/2018,Tizi Ouzou,DZ,2632
10/14/2018,Tunis,TN,6902
10/14/2018,Yaounde,CM,21403
10/15/2018,Abidjan,CI,84805
10/15/2018,Alger,DZ,10559
10/15/2018,Antananarivo,MG,39128
10/15/2018,Bamako,ML,31698
10/15/2018,Bangui,CF,4494
10/15/2018,Bobo-Dioulasso,BF,5110
10/15/2018,Bouake ,CI,3609
10/15/2018,Brazzaville,CD,10545
10/15/2018,Bujumbura,BI,2636
10/15/2018,Bejaia,DZ,2399
10/15/2018,Casablanca,MA,4108
10/15/2018,Cocody,CI,4425
10/15/2018,Conakry,GN,31083
10/15/2018,Cotonou,BJ,9710
10/15/2018,Dakar,SN,52787
10/15/2018,Djibouti (ville),DJ,3269
10/15/2018,Douala,CM,46151
10/15/2018,Fianarantsoa,MG,2423
10/15/2018,Jaunde,CM,12234
10/15/2018,Kinshasa,CD,33305
10/15/2018,Libreville,GA,19703
10/15/2018,Lome,TG,9062
10/15/2018,Luanda,AO,4805
10/15/2018,Lubumbashi,CD,5838
10/15/2018,Montreal,CA,2924
10/15/2018,Moroni,KM,3206
10/15/2018,N'Djamena,TD,2950
10/15/2018,Ngaoundere,CM,2410
10/15/2018,Niamey,NE,7969
10/15/2018,Nouakchott,MR,3430
10/15/2018,Noumea,NC,3023
10/15/2018,Oran,DZ,2992
10/15/2018,Ouagadougou,BF,30768
10/15/2018,Paris,FR,17783
10/15/2018,Pointe-Noire,CD,6589
10/15/2018,Port-Louis,MU,7448
10/15/2018,Port-au-Prince,HT,11500
10/15/2018,Brussels,BE,2688
10/15/2018,Saint-Denis (La Reunion),RE,3799
10/15/2018,Saint-Louis,SN,2405
10/15/2018,Tananarive,MG,7659
10/15/2018,Thies,SN,3977
10/15/2018,Tizi Ouzou,DZ,2626
10/15/2018,Tunis,TN,6918
10/15/2018,Yaounde,CM,21499
10/16/2018,Abidjan,CI,85159
10/16/2018,Alger,DZ,10633
10/16/2018,Antananarivo,MG,39465
10/16/2018,Bamako,ML,31850
10/16/2018,Bangui,CF,4512
10/16/2018,Bobo-Dioulasso,BF,5133
10/16/2018,Bouake ,CI,3599
10/16/2018,Brazzaville,CD,10590
10/16/2018,Bujumbura,BI,2661
10/16/2018,Bejaia,DZ,2391
10/16/2018,Casablanca,MA,4113
10/16/2018,Cocody,CI,4439
10/16/2018,Conakry,GN,31164
10/16/2018,Cotonou,BJ,9559
10/16/2018,Dakar,SN,52985
10/16/2018,Djibouti (ville),DJ,3280
10/16/2018,Douala,CM,46217
10/16/2018,Fianarantsoa,MG,2429
10/16/2018,Jaunde,CM,12281
10/16/2018,Kinshasa,CD,33390
10/16/2018,Libreville,GA,19782
10/16/2018,Lome,TG,9089
10/16/2018,Luanda,AO,4830
10/16/2018,Lubumbashi,CD,5845
10/16/2018,Montreal,CA,2934
10/16/2018,Moroni,KM,3215
10/16/2018,N'Djamena,TD,2959
10/16/2018,Ngaoundere,CM,2429
10/16/2018,Niamey,NE,7964
10/16/2018,Nouakchott,MR,3438
10/16/2018,Noumea,NC,3021
10/16/2018,Oran,DZ,3008
10/16/2018,Ouagadougou,BF,30909
10/16/2018,Paris,FR,17777
10/16/2018,Pointe-Noire,CD,6618
10/16/2018,Port-Louis,MU,7447
10/16/2018,Port-au-Prince,HT,11556
10/16/2018,Brussels,BE,2681
10/16/2018,Saint-Denis (La Reunion),RE,3827
10/16/2018,Saint-Louis,SN,2393
10/16/2018,Tananarive,MG,7611
10/16/2018,Thies,SN,3971
10/16/2018,Tizi Ouzou,DZ,2606
10/16/2018,Tunis,TN,6918
10/16/2018,Yaounde,CM,21541
